cid, url, author, text, time, parent, votes
u'15842015', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'jkochtr', u'Man sollte jetzt mal die "Kameraden" ins Visier nehmen, die Mitglieder der AfD sind. Da wird man bez\xfcglich rechter Gesinnung schnell f\xfcndig. Ein Unvereinbarkeitsbeschluss w\xfcrde den Sumpf f\xfcr rechten "Nachwuchs" im Reservistenverband schnell trocken legen. Das gilt auch f\xfcr Verb\xe4nde, Gewerkschaften, den \xf6ffentlichen Dienst usw.', 2017-10-25 08:21:05, None, 8
u'15842473', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'vikko', u'Nur weil jemand rechts ist, ist er noch lange nicht rechtsextrem! Und bei der AfD sch\xe4tze ich, dass doch die gro\xdfe Mehrheit zwar rechtsau\xdfen, aber nicht rechtsextrem ist. Zwar \xe4ndert es nichts daran, dass es nervige Populisten mit den richtigen Fragen aber den falschen Antworten sind, die zudem offenbar eine gute Kinderstube nicht genie\xdfen durften, und sich unglaublich gern in fast schon obsessiven Selbstmitleid in ihrer vermeintlichen Opferrolle suhlen, aber nur weil sie rechts und etwas schr\xe4g sind, darf man sie ja nicht in die gleiche Ecke mit Leuten stellen, die alle die anders aussehen umbringen wollen. Das verharmlost im Ergebnis nur die Verbrechen des Nationalsozialismus sowie die wahren Rechtsextremen.', 2017-10-25 08:24:01, u'15842015', 10
u'15842021', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'hier-kommt-die-braut', u'Auf Wunsch des Verfassers entfernt. Die Redaktion/dg', 2017-10-25 08:42:38, None, 0
u'15842114', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'vikko', u'Was m\xf6chte und der Autor mit dem Artikel sagen?! Leider wird hier nur der Fakt vorgetragen, dass der Reservistenverband 32 Mitglieder wegen Rechtsextremismus ausgeschlossen hat. Die Zahl ist f\xfcr sich ziemlich belanglos. L\xf6blich aber auch zu erwarten, dass der Reservistenverband dies tut. Und 32 Rechtsextreme bei \xfcber 100.000 Mitgliedern ist wirklich unspektakul\xe4r. Also sitze ich hier nun, und frage mich noch immer: wozu dieser Artikel?!', 2017-10-25 09:01:58, None, 7
u'15842994', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'cave-felem', u'Das sind nur die, die sich so extrem daneben benommen haben, dass es auffiel.', 2017-10-25 09:22:17, u'15842114', 5
u'15842126', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'holocenemammal', u'Ist G\xf6tz "Wo-wart-ihr-Silvester?" Kubitschek damit auch raus?\n\nDie Frage ist ernst gemeint, w\xe4re ein guter Indikator wie ernst es mit der Aufkl\xe4rung im Vorfeld war.', 2017-10-25 10:15:19, None, 2
u'15842267', 'url': u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'michael-l-0', u'L\xe4ngst erledigt.\n\n"Kubitschek wurde am 16. August 2001, nunmehr Oberleutnant der Reserve, u. a. wegen seiner einstigen Redaktionst\xe4tigkeit f\xfcr die Junge Freiheit, die seinerzeit in Verfassungsschutzberichten auftauchte, und der Ver\xf6ffentlichung des Buches Raki am Igman aus einer laufenden Wehr\xfcbung bei der F\xfchrungsunterst\xfctzungsbrigade 900 gem\xe4\xdf \xa7 29 Abs. 1 Nr. 6 Wehrpflichtgesetz entlassen"\n\nhttps://de.m.wikipedia.or...\n\xf6tz_Kubitschek', 2017-10-25 10:16:00, u'15842126', 7
u'15846698', 'url': u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'inklusiver-nationalismus', u"Interessant. Wenn schon Herr Kubitschek f\xfcr soetwas entlassen wird, gar als Rechtsextremer klassifiziert wird, frage ich mich doch ernsthaft, f\xfcr welche 'Vergehen' die Reservisten entlassen wurden.", 2017-10-25 11:02:39, u'15842267', 2
u'15843310', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', 'user_name': u'161-getarnt', u'"der Fakt vorgetragen, dass der Reservistenverband 32 Mitglieder wegen Rechtsextremismus ausgeschlossen hat. "\n\nSehr gut, ich dachte erst sie k\xf6nnen nicht lesen! Dann haben Sie es ja doch noch gemerkt.', 2017-10-25 11:03:40, u'15842114', 2
u'15843682', u'http://www.zeit.de/gesellschaft/zeitgeschehen/2017-10/bundeswehr-reservistenverband-rechtsextrem-militaerischer-abschirmdienst', u'm-doc', u'Belege bitte f\xfcr diese Aussage!', 2017-10-25 11:27:27, u'15842994', 1
